province,year,doc_count,total_chars,total_sentences,A1_cnt,A1_idx,A1_share,A2_cnt,A2_idx,A2_share,A3_cnt,A3_idx,A3_share,B1_cnt,B1_idx,B1_share,B2_cnt,B2_idx,B2_share,B3_cnt,B3_idx,B3_share,C1_cnt,C1_idx,C1_share,C2_cnt,C2_idx,C2_share,C3_cnt,C3_idx,C3_share,D1_cnt,D1_idx,D1_share,D2_cnt,D2_idx,D2_share,D3_cnt,D3_idx,D3_share,A_cnt,A_idx,A_share,B_cnt,B_idx,B_share,C_cnt,C_idx,C_share,D_cnt,D_idx,D_share,z_A_idx,z_B_idx,z_C_idx,z_D_idx,ppp_governance_capacity_index,ppp_norm_risk_index,topic_0_share,topic_1_share,topic_2_share,topic_3_share,topic_4_share,topic_5_share,topic_6_share,topic_7_share,topic_8_share,topic_9_share,topic_10_share,topic_11_share,topic_12_share,topic_13_share,topic_14_share,topic_15_share,topic_16_share,topic_17_share,topic_18_share,topic_19_share,topic_20_share,topic_21_share,topic_22_share,topic_23_share,text_missing,text_observed
内蒙古,2024.0,2,2843,52,4,14.069644741470276,0.0,0,0.0,0.0,3,10.55223355610271,0.0,4,14.069644741470276,0.0,3,10.55223355610271,0.0,22,77.38304607808652,0.0,1,3.5174111853675694,0.5,8,28.139289482940555,0.0,53,186.4227928244812,0.5,1,3.5174111853675694,0.0,0,0.0,0.0,4,14.069644741470276,0.0,7,24.621878297572987,0.0,29,102.00492437565951,0.0,62,218.0794934927893,1.0,5,17.58705592683785,0.0,-0.2111918868408822,0.7450908723448543,0.4876828851982583,-0.5507788682829098,0.3405272902340768,0.2273316297534009,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
北京,2015.0,3,5565,106,6,10.781671159029653,0.0,0,0.0,0.0,26,46.720575022461816,0.3333333333333333,9,16.172506738544474,0.3333333333333333,3,5.3908355795148255,0.3333333333333333,10,17.969451931716083,0.0,110,197.6639712488769,0.0,28,50.31446540880503,0.0,58,104.22282120395327,0.0,0,0.0,0.0,8,14.375561545372866,0.0,8,14.375561545372866,0.0,32,57.502246181491465,0.3333333333333333,22,39.53279424977538,0.6666666666666666,196,352.2012578616352,0.0,16,28.75112309074573,0.0,0.365310308381361,-0.5101060590385664,2.086336117574614,-0.233856648119234,0.6471801223058028,0.4474578034722711,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
北京,2016.0,7,11123,173,7,6.293266205160479,0.0,2,1.7980760586172797,0.0,25,22.475950732716,0.1428571428571428,14,12.586532410320958,0.4285714285714285,14,12.586532410320958,0.1428571428571428,46,41.35574934819743,0.0,25,22.475950732716,0.0,59,53.04324372920974,0.2857142857142857,140,125.86532410320956,0.0,1,0.8990380293086397,0.0,8,7.192304234469118,0.0,19,17.081722556864158,0.0,34,30.567292996493748,0.1428571428571428,74,66.52881416883933,0.5714285714285714,224,201.38451856513527,0.2857142857142857,28,25.173064820641915,0.0,-0.1069489952304511,0.0323009517948138,0.288688517966867,-0.3354295027238965,0.0713468248437432,-0.0048133443207385,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0,1
北京,2017.0,9,35994,598,47,13.057731844196256,0.0,4,1.1112963271656386,0.0,113,31.394121242429296,0.4444444444444444,17,4.7230093904539645,0.2222222222222222,46,12.779907762404845,0.0,162,45.00750125020837,0.1111111111111111,73,20.281157970772902,0.0,113,31.394121242429296,0.0,375,104.18403067177864,0.2222222222222222,1,0.2778240817914096,0.0,32,8.89037061732511,0.0,77,21.392454297938546,0.0,164,45.56314941379119,0.4444444444444444,225,62.51041840306718,0.3333333333333333,561,155.85930988498083,0.2222222222222222,110,30.560648997055065,0.0,0.1559782376499877,-0.0484370993028148,-0.2539454262973076,-0.1824883645670505,-0.0488014293167115,-0.1616236300557243,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,1
北京,2018.0,11,74023,1367,130,17.562109074206667,0.0,41,5.538819015711333,0.0,1550,209.3943774232333,0.0,2,0.2701862934493333,1.0,18,2.431676641044,0.0,52,7.024843629682667,0.0,7,0.9456520270726666,0.0,13,1.7562109074206669,0.0,683,92.26861921294731,0.0,8,1.0807451737973333,0.0,16,2.1614903475946665,0.0,307,41.47359604447266,0.0,1721,232.4953055131513,0.0,72,9.726706564176,1.0,703,94.97048214744063,0.0,331,44.71583156586466,0.0,3.433520591475537,-1.1089732614874284,-0.97970475205843,0.2193447506109294,0.448280859309893,-0.6231110876449764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.8181818181818182,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
北京,2019.0,1,318,2,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,283.0188679245283,0.0,2,62.89308176100629,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,9,283.0188679245283,0.0,2,62.89308176100629,0.0,-0.6428952953659487,-1.3044033229759535,1.2617223659069725,0.7353551260177347,-0.2285254174783098,0.2308913896495845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
北京,2020.0,2,1381,21,1,7.24112961622013,0.0,0,0.0,0.0,3,21.72338884866039,0.5,5,36.20564808110065,0.0,1,7.24112961622013,0.0,3,21.72338884866039,0.5,4,28.96451846488052,0.0,1,7.24112961622013,0.0,18,130.34033309196235,0.0,0,0.0,0.0,0,0.0,0.0,3,21.72338884866039,0.0,4,28.96451846488052,0.5,9,65.17016654598117,0.5,23,166.54598117306298,0.0,3,21.72338884866039,0.0,-0.1350509629208203,0.0050028538492733,-0.1265665353437638,-0.4333578788107149,-0.0855382148051036,-0.1849738534350684,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
北京,2022.0,2,2262,46,8,35.36693191865606,0.0,1,4.420866489832007,0.0,27,119.3633952254642,0.0,3,13.26259946949602,0.0,0,0.0,0.0,8,35.36693191865606,1.0,0,0.0,0.0,0,0.0,0.0,9,39.78779840848807,0.0,0,0.0,0.0,0,0.0,0.0,7,30.94606542882405,0.0,36,159.15119363395226,0.0,11,48.62953138815208,1.0,9,39.78779840848807,0.0,7,30.94606542882405,0.0,2.1475543986926287,-0.3273334127611966,-1.6374501682898477,-0.1715472774658661,0.0609236058805281,-0.7121102861723035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
北京,2023.0,1,1358,18,2,14.727540500736376,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,2,14.727540500736376,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,14.727540500736376,0.0,0,0.0,1.0,2,14.727540500736376,0.0,0,0.0,0.0,-0.3846725328082454,-1.3044033229759535,-1.936153831315311,-1.050034984234576,-1.2084098956998366,-1.4301973795086136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
北京,2024.0,1,2271,3,6,26.42007926023778,0.0,0,0.0,0.0,6,26.42007926023778,1.0,1,4.403346543372964,0.0,1,4.403346543372964,0.0,0,0.0,0.0,0,0.0,0.0,1,4.403346543372964,0.0,10,44.03346543372964,0.0,1,4.403346543372964,0.0,0,0.0,0.0,0,0.0,0.0,12,52.84015852047556,1.0,2,8.806693086745927,0.0,11,48.43681197710259,0.0,1,4.403346543372964,0.0,0.2835684075491402,-1.127458273786107,-1.534358969308094,-0.9250340914428028,-0.7927496118483536,-1.1956171115123346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
吉林,2015.0,6,34567,699,17,4.917985361761217,0.0,1,0.2892932565741892,0.0,41,11.86102351954176,0.0,14,4.0501055920386495,0.1666666666666666,40,11.57173026296757,0.0,144,41.65822894668325,0.1666666666666666,95,27.48285937454797,0.0,81,23.43275378250933,0.5,518,149.85390690543005,0.1666666666666666,1,0.2892932565741892,0.0,72,20.829114473341622,0.0,57,16.489715624728788,0.0,59,17.068302137877165,0.0,198,57.28006480168947,0.3333333333333333,694,200.7695200624873,0.6666666666666666,130,37.60812335464461,0.0,-0.3436311969245406,-0.1535259409554125,0.2813580943865369,0.0175732426556736,-0.0719330144978054,0.048468465362266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,0,1
吉林,2016.0,2,13151,265,5,3.801992243935824,0.0,0,0.0,0.0,13,9.88517983423314,0.0,4,3.041593795148658,0.5,20,15.20796897574329,0.0,59,44.863508478442704,0.0,23,17.48916432210478,0.0,42,31.936734849060908,0.5,214,162.7252680404532,0.0,0,0.0,0.0,26,19.77035966846628,0.0,16,12.166375180594631,0.0,18,13.68717207816896,0.0,83,63.11307124933465,0.5,279,212.1511672116189,0.5,42,31.936734849060908,0.0,-0.4029136510818448,-0.0363285318216013,0.4170206924022308,-0.1434244484376837,-0.0074071635004051,0.0790892373809819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,1
吉林,2017.0,6,39436,723,74,18.764580586266355,0.0,36,9.128714879805257,0.0,261,66.1831828785881,0.3333333333333333,25,6.339385333198093,0.0,65,16.48240186631504,0.0,218,55.279440105487375,0.0,302,76.57977482503297,0.0,130,32.96480373263008,0.6666666666666666,534,135.40927071711127,0.0,5,1.2678770666396186,0.0,43,10.90374277310072,0.0,155,39.30418906582818,0.0,371,94.0764783446597,0.3333333333333333,308,78.1012273050005,0.0,966,244.9538492747743,0.6666666666666666,203,51.47580890556852,0.0,1.0065782286514084,0.2648151533746358,0.8080095371855626,0.4112449779475376,0.693134306403869,0.4946898895025786,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1
吉林,2018.0,10,34187,675,75,21.93816362944979,0.0,31,9.06777430017258,0.0,142,41.53625647175827,0.0,41,11.99286278409922,0.1,33,9.652791996957909,0.2,92,26.91081405212508,0.4,152,44.46134495568491,0.0,66,19.305583993915818,0.3,412,120.5136455377775,0.0,15,4.387632725889958,0.0,38,11.115336238921229,0.0,126,36.85611489747565,0.0,248,72.54219440138064,0.0,166,48.55646883318221,0.7,630,184.28057448737823,0.3,179,52.35908386228684,0.0,0.6290106171919472,-0.3288013936770453,0.0848194769132875,0.4363191248680365,0.1283429001427297,0.0641124027014262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0,1
吉林,2019.0,4,8659,140,5,5.774338838203025,0.0,1,1.1548677676406052,0.0,27,31.18142972629634,0.25,31,35.80090079685876,0.0,36,41.57523963506178,0.0,33,38.11063633213997,0.75,13,15.013280979327869,0.0,32,36.955768564499365,0.0,143,165.14609077260653,0.0,14,16.16814874696847,0.0,3,3.4646033029218155,0.0,36,41.57523963506178,0.0,33,38.11063633213997,0.25,100,115.48677676406052,0.75,188,217.11514031643367,0.0,53,61.20799168495207,0.0,0.0253108994175665,1.0159697380596269,0.4761883575965075,0.6875192898266574,0.5058229983579003,0.726559128494264,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,1
吉林,2020.0,1,122,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,-0.6428952953659487,-1.3044033229759535,-2.111697527278834,-1.050034984234576,-1.3529987152069118,-1.488711944829788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,2014.0,1,1334,19,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,22.488755622188904,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,74.96251874062969,1.0,0,0.0,0.0,0,0.0,0.0,3,22.488755622188904,0.0,0,0.0,0.0,3,22.488755622188904,0.0,10,74.96251874062969,1.0,3,22.488755622188904,0.0,-0.6428952953659487,-0.8525567637066787,-1.218188010343063,-0.4116308743467558,-0.90454668980523,-0.8274585494654992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,2015.0,20,70981,1331,25,3.5220692861469973,0.0,3,0.4226483143376396,0.0,167,23.52742283146194,0.0,114,16.060635944830306,0.3,102,14.370042687479748,0.2,325,45.78690071991096,0.0,256,36.06598949014525,0.0,296,41.70130034798045,0.0,990,139.4739437314211,0.5,4,0.5635310857835195,0.0,96,13.52474605880447,0.0,179,25.218016088812497,0.0,195,27.472140431946578,0.0,541,76.21757935222102,0.5,1542,217.2412335695468,0.5,279,39.30629323340049,0.0,-0.1612173128572109,0.2269686908741384,0.4776913156556904,0.0657803843979137,0.1811475645575393,0.2568134636425808,0.25,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.1,0.05,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0,1
四川,2016.0,15,63325,1227,57,9.001184366363995,0.0,1,0.1579155151993683,0.0,137,21.634425582313465,0.1333333333333333,50,7.895775759968417,0.1333333333333333,119,18.79194630872483,0.4666666666666667,299,47.21673904461114,0.0666666666666666,152,24.003158310303988,0.0,259,40.9001184366364,0.0,835,131.85945519147256,0.2,9,1.421239636794315,0.0,64,10.106592972759575,0.0,145,22.89774970390841,0.0,195,30.793525463876826,0.1333333333333333,468,73.90446111330438,0.6666666666666666,1246,196.7627319384129,0.2,218,34.42558231346229,0.0,-0.1029823877235845,0.1804932639987513,0.2335995160816532,-0.0727717864206702,0.10370346411894,0.1137736645532447,0.1333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.3333333333333333,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.1333333333333333,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0,1
四川,2017.0,14,73046,1178,67,9.17230238479862,0.0,7,0.9583002491580648,0.0,80,10.95200284752074,0.0,43,5.886701530542398,0.2142857142857142,142,19.43980505434932,0.0714285714285714,445,60.92051583933412,0.2142857142857142,348,47.641212386715225,0.0,200,27.38000711880185,0.0714285714285714,1199,164.1431426772171,0.4285714285714285,2,0.2738000711880185,0.0,49,6.708101744106453,0.0,208,28.475207403553924,0.0,154,21.082605481477422,0.0,630,86.24702242422583,0.5,1747,239.16436218273407,0.5,259,35.4571092188484,0.0,-0.2732471094336757,0.4284813676805462,0.7390022265746007,-0.0434891072488353,0.2980788282738237,0.3746648290021039,0.2857142857142857,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.1428571428571428,0.0,0.2142857142857142,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0,1
四川,2018.0,10,15218,261,13,8.542515442239454,0.0,5,3.28558286239979,0.0,42,27.598896044158234,0.2,32,21.027730319358653,0.1,35,22.999080036798528,0.1,34,22.34196346431857,0.2,35,22.999080036798528,0.0,18,11.828098304639244,0.0,118,77.53975555263503,0.4,2,1.3142331449599158,0.0,4,2.628466289919832,0.0,19,12.4852148771192,0.0,60,39.42699434879748,0.2,101,66.36877382047575,0.4,171,112.36693389407282,0.4,25,16.427914311998947,0.0,0.0483910331003961,0.0290854034573598,-0.772349190136723,-0.5836842358936025,-0.231624251192989,-0.4423160075243219,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,1
四川,2019.0,1,323,4,0,0.0,0.0,0,0.0,0.0,4,123.8390092879257,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,1,30.959752321981423,0.0,0,0.0,0.0,2,61.91950464396285,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,123.8390092879257,0.0,0,0.0,1.0,3,92.87925696594426,0.0,0,0.0,0.0,1.5284143736951117,-1.3044033229759535,-1.0046309369454114,-1.050034984234576,-0.2602066287420845,-1.1196897480519803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,2020.0,5,18380,320,25,13.601741022850923,0.0,3,1.6322089227421108,0.0,25,13.601741022850923,0.0,23,12.513601741022851,0.0,45,24.483133841131664,0.0,41,22.30685527747552,0.0,33,17.954298150163222,0.0,36,19.58650707290533,0.0,157,85.4189336235038,1.0,11,5.984766050054407,0.0,4,2.176278563656148,0.0,20,10.88139281828074,0.0,53,28.835690968443963,0.0,109,59.30359085963003,0.0,226,122.95973884657236,1.0,35,19.042437431991296,0.0,-0.1373097373591983,-0.1128690321324971,-0.6460891311751128,-0.5094639307223829,-0.2987559668889361,-0.4228073646766643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,2021.0,3,2962,43,4,13.50438892640108,0.0,0,0.0,0.0,0,0.0,0.0,4,13.50438892640108,0.0,2,6.75219446320054,0.0,8,27.00877785280216,0.3333333333333333,12,40.51316677920324,0.0,7,23.63268062120189,0.0,78,263.3355840648211,0.6666666666666666,0,0.0,0.0,0,0.0,0.0,1,3.37609723160027,0.0,4,13.50438892640108,0.0,14,47.265361242403785,0.3333333333333333,97,327.4814314652262,0.6666666666666666,1,3.37609723160027,0.0,-0.4061184475919033,-0.3547424698459762,1.7916901996777788,-0.9541953395586416,0.3436097607466331,0.1609174634243869,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,2022.0,4,13730,239,3,2.184996358339403,0.0,2,1.4566642388929352,0.0,71,51.7115804806992,0.0,7,5.098324836125273,0.0,11,8.011653313911143,0.5,81,58.994901675163874,0.0,75,54.62490895848507,0.0,25,18.20830298616169,0.0,173,126.0014566642389,0.5,5,3.641660597232338,0.0,4,2.9133284777858703,0.0,31,22.578295702840496,0.0,76,55.35324107793154,0.0,99,72.1048798252003,0.5,273,198.83466860888564,0.5,40,29.133284777858705,0.0,0.3276311022325747,0.1443358782004501,0.2582957931632845,-0.2230079557418814,0.2434209245321031,0.059874571873951,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,2023.0,1,3480,56,3,8.620689655172413,0.0,0,0.0,0.0,5,14.367816091954024,0.0,2,5.747126436781609,0.0,10,28.735632183908045,0.0,4,11.494252873563218,0.0,3,8.620689655172413,0.0,1,2.8735632183908044,0.0,23,66.0919540229885,1.0,0,0.0,0.0,0,0.0,0.0,7,20.114942528735632,0.0,8,22.988505747126435,0.0,16,45.97701149425287,0.0,27,77.58620689655173,1.0,7,20.114942528735632,0.0,-0.2398303395574876,-0.3806281351365471,-1.186915177250311,-0.4790179748349146,-0.6024578839814486,-0.6821870957405909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,2024.0,1,984,14,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,10.16260162601626,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,9,91.46341463414632,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,10.16260162601626,0.0,9,91.46341463414632,1.0,0,0.0,0.0,-0.6428952953659487,-1.1002152098102311,-1.0215069520419575,-1.050034984234576,-0.9215391524060458,-1.0572523820289217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
四川,,3,9518,165,17,17.860895146039084,0.0,0,0.0,0.0,16,16.810254255095607,0.0,18,18.91153603698256,0.0,25,26.266022273586888,0.3333333333333333,22,23.11409960075646,0.0,36,37.82307207396512,0.0,10,10.506408909434755,0.0,93,97.70960285774323,0.6666666666666666,0,0.0,0.0,4,4.202563563773902,0.0,13,13.658331582265182,0.0,33,34.67114940113469,0.0,65,68.29165791132591,0.3333333333333333,139,146.0390838411431,0.6666666666666666,17,17.860895146039084,0.0,-0.0349947447638832,0.0677202027731124,-0.3709967951152254,-0.5430052019261083,-0.1127571123686654,-0.2820939314227404,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
天津,2015.0,5,5459,105,2,3.663674665689687,0.0,0,0.0,0.0,8,14.654698662758747,0.8,5,9.159186664224215,0.0,7,12.822861329913904,0.0,22,40.30042132258656,0.0,24,43.96409598827624,0.0,32,58.61879465103499,0.0,72,131.8922879648287,0.2,2,3.663674665689687,0.0,11,20.15021066129328,0.0,12,21.98204799413812,0.0,10,18.31837332844844,0.8,34,62.28246931672467,0.0,128,234.47517860414,0.2,25,45.79593332112108,0.0,-0.3217132917449914,-0.0530170774964864,0.6831098923184684,0.2500063581821549,0.1027931743589968,0.293366391001379,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,1
天津,2017.0,4,15265,253,12,7.861120209629872,0.0,2,1.3101867016049786,0.0,29,18.9977071732722,0.0,23,15.067147068457256,0.25,9,5.895840157222405,0.75,20,13.101867016049786,0.0,20,13.101867016049786,0.0,9,5.895840157222405,0.0,84,55.027841467409104,0.0,1,0.6550933508024893,0.0,14,9.17130691123485,0.0,28,18.3426138224697,0.0,43,28.169014084507044,0.0,52,34.06485424172944,1.0,113,74.0255486406813,0.0,43,28.169014084507044,0.0,-0.1489988002203696,-0.6199685129881589,-1.229356147639581,-0.2503813855581889,-0.6661078202827032,-0.6999020153953096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
天津,2018.0,1,2152,35,1,4.646840148698884,0.0,0,0.0,0.0,3,13.940520446096654,1.0,0,0.0,0.0,2,9.293680297397769,0.0,10,46.46840148698885,0.0,5,23.234200743494423,0.0,2,9.293680297397769,0.0,22,102.23048327137546,0.0,0,0.0,0.0,0,0.0,0.0,1,4.646840148698884,0.0,4,18.587360594795538,1.0,12,55.762081784386616,0.0,29,134.75836431226764,0.0,1,4.646840148698884,0.0,-0.3169970504278807,-0.1840254232264875,-0.5054563947427174,-0.9181218673525512,-0.3354929561323619,-0.5358678951072521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
天津,2019.0,1,286,2,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,314.6853146853147,0.0,2,69.93006993006993,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,9,314.6853146853147,0.0,2,69.93006993006993,0.0,-0.6428952953659487,-1.3044033229759535,1.6391679483613288,0.9351190544375736,-0.1027102233268577,0.423294559940983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
天津,2021.0,2,245,2,0,0.0,0.0,0,0.0,0.0,3,122.44897959183672,0.0,2,81.6326530612245,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,122.44897959183672,0.0,2,81.6326530612245,1.0,0,0.0,0.0,0,0.0,0.0,1.5040425304709564,0.3357689493103399,-2.111697527278834,-1.050034984234576,-0.0906286824991791,-0.94198785406769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
天津,2022.0,1,781,13,0,0.0,0.0,1,12.804097311139564,0.0,0,0.0,0.0,0,0.0,0.0,4,51.21638924455826,0.0,2,25.60819462227913,1.0,0,0.0,0.0,1,12.804097311139564,0.0,13,166.45326504481434,0.0,2,25.60819462227913,0.0,0,0.0,0.0,1,12.804097311139564,0.0,1,12.804097311139564,0.0,6,76.82458386683739,1.0,14,179.25736235595392,0.0,3,38.41229193341869,0.0,-0.4183968884815946,0.2391646925559613,0.0249457170607892,0.0404017412332244,-0.0514288262882813,0.1015040502833249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
